header,symbol,price,price_change,price_percent_change
63,FNMAS,10.96,0.71,6.93
64,FNMAT,9.90,0.65,7.03
65,OMF,48.66,3.31,7.30
66,LMND,34.95,2.35,7.21
67,FMCKJ,10.61,0.71,7.17
68,SPOT,574.67,36.76,6.83
69,CSAN,5.28,0.35,7.10
70,RXRX,6.35,0.41,6.90
71,RKLB,18.81,1.24,7.06
72,RIOT,7.82,0.51,6.98
73,TGS,27.32,1.76,6.89
74,SAABY,19.77,1.27,6.86
75,CLF,10.40,0.67,6.83
76,AFRM,50.08,3.18,6.78
77,LKNCY,33.69,1.98,6.24
78,CRWD,353.73,21.2,6.38
79,BRZE,35.28,2.17,6.55
80,TMDX,68.53,4.18,6.50
81,AVPT,14.66,0.87,6.31
82,INTR,5.91,0.36,6.49
83,MKSI,86.32,5.08,6.25
84,SOFI,12.09,0.7,6.15
85,DAL,46.76,2.84,6.45
86,FG,42.75,2.48,6.16
87,ENVA,92.59,5.4,6.19
88,MU,100.79,5.91,6.23
89,DAY,55.40,3.22,6.17
90,MPWR,606.06,34.85,6.10
91,SMMYY,5.53,0.32,6.14
92,YPF,35.77,2.06,6.11
93,VEON,42.04,2.26,5.68
94,RUM,8.03,0.46,6.08
95,WDC,44.53,2.5,5.95
96,CLS,91.60,5.19,6.01
97,HRI,129.46,7.21,5.90
98,NE,23.78,1.32,5.88
99,STR,19.80,1.12,6.00
100,RGEN,150.62,8.18,5.74
101,LYFT,11.92,0.65,5.77
102,BYDDY,99.85,5.49,5.82
103,GKOS,102.14,5.54,5.73
104,HPE,15.62,0.85,5.79
105,CLBT,18.25,0.97,5.61
106,PNGAY,12.85,0.7,5.76
107,THLLY,54.72,2.98,5.76
108,ZLAB,38.20,2.06,5.70
109,BYDDF,49.95,2.71,5.72
110,KNF,93.30,5.01,5.67
111,TOST,34.47,1.86,5.72
112,SHAK,87.52,4.75,5.74
113,MNDY,255.87,13.5,5.57
114,KTB,62.74,3.23,5.43
115,DJTWW,12.25,0.66,5.69
116,OKTA,112.55,5.92,5.55
117,XP,14.67,0.78,5.62
118,PEGA,71.99,3.85,5.65
119,EDU,50.73,2.69,5.60
120,GH,42.89,2.25,5.54
121,SITM,167.03,8.61,5.43
122,VAL,38.33,2.02,5.56
123,OVV,40.55,2.14,5.57
124,DJT,20.21,1.04,5.43
125,LITE,63.61,3.32,5.51
126,ATAT,31.25,1.63,5.50
127,VST,124.40,6.4,5.42
128,GWRE,185.67,9.66,5.49
129,DY,155.55,8.08,5.48
130,OTLY,8.84,0.53,6.38
131,MANH,172.50,9.0,5.50
132,RRR,45.04,2.35,5.50
133,DAN,14.36,0.76,5.55
134,PBR,13.44,0.71,5.58
135,BILL,46.44,2.41,5.47
136,PBF,20.73,1.06,5.39
137,PR,13.62,0.69,5.34
138,DB,24.21,1.23,5.35
139,UAL,73.67,3.77,5.39
140,CZR,28.07,1.44,5.41
141,SYM,21.65,1.09,5.30
142,NVDA,121.67,6.09,5.27
143,VICR,53.66,2.66,5.22
144,FLR,36.80,1.86,5.32
145,CYBR,339.47,17.33,5.38
146,MGM,31.75,1.59,5.27
147,TREX,56.87,2.87,5.31
148,STNE,9.72,0.5,5.42
149,RDDT,127.98,6.45,5.31
150,PENN,17.09,0.86,5.30
151,VRT,87.61,4.52,5.45
152,PETRY,6.07,0.3,5.20
153,ORLA,8.72,0.43,5.19
154,SPSC,129.43,6.38,5.18
155,INFA,18.30,0.91,5.23
156,ARM,117.94,5.89,5.26
157,PBR-A,12.45,0.61,5.15
158,CC,14.40,0.7,5.15
159,ZK,31.25,1.5,5.04
160,BL,49.89,2.43,5.12
161,GDS,35.27,1.75,5.22
162,OSIS,184.24,8.93,5.09
163,ANF,79.77,3.84,5.06
164,AAON,82.14,3.83,4.89
165,TPL,"1,318.20",63.36,5.05
166,HIMS,33.15,1.61,5.10
167,SCHW,77.10,3.58,4.88
168,MRX,32.92,1.56,4.97
169,TEAM,218.44,10.44,5.02
170,UI,319.05,15.2,5.00
171,TLN,204.93,9.73,4.98
172,MNSO,20.70,0.98,4.97
173,THO,80.60,3.83,4.99
174,SAN,6.77,0.32,4.96
175,UMC,6.79,0.32,4.95
176,FINV,8.71,0.41,4.94
177,GME,23.03,1.08,4.92
178,PAM,82.51,3.85,4.89
179,RNMBY,299.51,14.21,4.98
180,MPNGY,44.90,2.1,4.91
181,AMBA,54.78,2.58,4.94
182,URI,623.21,29.04,4.89
183,PSTG,50.90,2.36,4.86
184,NRG,95.33,4.41,4.85
185,HWKN,108.00,4.92,4.77
186,BROS,62.42,2.81,4.71
187,UPST,48.54,2.23,4.82
188,BZ,19.75,0.89,4.72
189,WNS,62.12,2.86,4.82
190,LSCC,60.79,2.81,4.85
191,APPF,216.74,10.08,4.88
192,PEN,273.06,12.43,4.77
193,CXT,54.57,2.46,4.72
194,SHOP,94.89,4.3,4.75
195,IPGP,62.25,2.74,4.60
196,STEP,53.67,2.46,4.80
197,MUR,26.04,1.16,4.66
198,MTSI,109.07,4.86,4.66
199,WSC,29.95,1.35,4.72
