,symbol,price,price_change,price_percent_change
62,RDY,13.36,0.14,1.06
63,TW,141.35,-0.22,-0.15
64,CIVI,35.53,0.49,1.38
65,CUK,18.56,-0.23,-1.20
66,LI,28.06,0.71,2.60
67,UWMC,6.16,-0.03,-0.56
68,KC,18.78,0.75,4.15
69,KSPI,98.82,-0.76,-0.77
70,AAL,11.20,-0.12,-1.06
71,VIK,41.02,-1.05,-2.50
72,SE,129.65,-2.99,-2.25
73,TRU,85.11,-0.63,-0.73
74,DVA,149.24,5.79,4.04
75,ACI,21.92,-0.01,-0.02
76,ICUI,148.42,-0.79,-0.53
77,TSRYY,6.49,0.25,4.01
78,TER,89.43,-0.74,-0.83
79,SPOT,593.26,-4.2,-0.70
80,DT,50.13,-0.25,-0.50
81,KGS,38.42,0.17,0.46
82,NVO,82.19,2.04,2.55
83,APO-PA,74.76,2.79,3.88
84,GFI,21.50,0.85,4.09
85,ZTO,20.92,0.19,0.92
86,HRB,51.97,-0.17,-0.32
87,TNET,77.78,2.83,3.78
88,MAC,17.18,0.07,0.41
89,DUOL,296.10,1.92,0.65
90,XPO,111.26,4.02,3.75
91,EQX,7.10,0.11,1.57
92,POWL,177.60,-2.08,-1.16
93,BZ,20.74,0.27,1.32
94,ASO,46.33,-0.39,-0.83
95,WHR,94.36,0.12,0.13
96,ANF,81.99,-0.65,-0.79
97,EL,68.61,-0.28,-0.41
98,MSSMY,8.73,0.3,3.56
99,VNO,38.13,1.31,3.56
100,AR,39.15,0.25,0.64
101,GLNG,35.12,0.07,0.19
102,ZETA,13.98,-0.49,-3.36
103,XPEV,23.00,-1.56,-6.36
104,H,126.39,-0.09,-0.07
105,ONON,47.50,-0.56,-1.17
106,MPNGY,46.58,1.57,3.49
107,NFLX,941.55,-8.47,-0.89
108,RCL,216.55,-2.86,-1.30
109,LGF-A,9.45,-0.09,-0.89
110,AG,7.32,0.23,3.24
111,VICR,54.92,-0.59,-1.06
112,HMY,12.74,0.43,3.50
113,HQY,100.07,-0.65,-0.65
114,KGC,12.31,0.29,2.41
115,U,21.17,-0.29,-1.35
116,PAC,198.00,6.35,3.31
117,TRGP,197.49,0.88,0.45
118,CRBG,32.25,-0.34,-1.03
119,MCHP,54.59,-0.67,-1.21
120,WB,11.03,0.13,1.19
121,VOD,9.79,-0.07,-0.71
122,QLYS,128.50,-1.99,-1.53
123,WEGZY,8.33,0.26,3.22
124,PNGAY,13.26,0.41,3.19
125,BBY,72.91,-0.86,-1.17
126,COIN,184.46,-4.51,-2.38
127,CFLT,26.80,-0.41,-1.49
128,BIP,28.68,-0.21,-0.73
129,ORCL,152.37,-1.64,-1.06
130,BNPQY,42.75,1.31,3.16
131,SMNEY,66.91,2.05,3.16
132,GENI,9.62,0.14,1.48
133,BLK,960.70,2.7,0.28
134,CRWD,361.36,-3.47,-0.95
135,DRVN,17.33,-0.15,-0.86
136,NVST,17.05,-0.12,-0.72
137,HTHT,38.60,0.44,1.16
138,CDNS,253.51,-1.6,-0.63
139,SFM,139.29,-1.7,-1.21
140,AXSM,125.05,-0.63,-0.50
141,HL,6.04,0.16,2.64
142,SYM,21.81,-0.5,-2.24
143,SUI,132.04,3.9,3.04
144,BMRN,71.48,-0.07,-0.10
145,VAC,68.55,2.01,3.02
146,IRTC,102.33,-1.37,-1.32
147,IFF,82.03,-0.01,-0.01
